Town,Year,Substance,Gender,Measure Type,Variable,Value
Windsor,2007,Tobacco,Male,Number,School suspensions and expulsions in past year,3
Windsor Locks,2007,Tobacco,Male,Number,School suspensions and expulsions in past year,8
Wolcott,2007,Tobacco,Male,Number,School suspensions and expulsions in past year,4
Woodbridge,2007,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Woodbury,2007,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Woodstock,2007,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Andover,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Ansonia,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Ashford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Avon,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Barkhamsted,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Beacon Falls,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,23
Berlin,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Bethany,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Bethel,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Bethlehem,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Bloomfield,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Bolton,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Bozrah,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Branford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Bridgeport,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Bridgewater,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,4
Bristol,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,9
Brookfield,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Brooklyn,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Burlington,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Canaan,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Canterbury,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Canton,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Chaplin,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Cheshire,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Chester,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Clinton,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Colchester,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Colebrook,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Columbia,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Cornwall,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Coventry,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,4
Cromwell,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Danbury,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Darien,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Deep River,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Derby,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,6
Durham,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,6
East Granby,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
East Haddam,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
East Hampton,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
East Hartford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
East Haven,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,25
East Lyme,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,12
East Windsor,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Eastford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Easton,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Ellington,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,6
Enfield,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,13
Essex,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Fairfield,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,6
Farmington,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Franklin,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Glastonbury,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Goshen,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Granby,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Greenwich,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Griswold,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,8
Groton,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,5
Guilford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Haddam,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Hamden,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,4
Hampton,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Hartford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Hartland,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Harwinton,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Hebron,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Kent,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Killingly,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Killingworth,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Lebanon,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Ledyard,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,5
Lisbon,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Litchfield,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Lyme,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Madison,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,12
Manchester,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,6
Mansfield,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Marlborough,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Meriden,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,14
Middlebury,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,8
Middlefield,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,6
Middletown,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Milford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,14
Monroe,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Montville,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,14
Morris,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Naugatuck,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,16
New Britain,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
New Canaan,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
New Fairfield,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
New Hartford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
New Haven,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,4
New London,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
New Milford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,7
Newington,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Newtown,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Norfolk,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
North Branford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
North Canaan,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
North Haven,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
North Stonington,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Norwalk,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Norwich,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Old Lyme,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Old Saybrook,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Orange,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Oxford,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Plainfield,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Plainville,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Plymouth,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Pomfret,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Portland,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Preston,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Prospect,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,23
Putnam,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,14
Redding,2007,Tobacco,Female,Number,School suspensions and expulsions in past year,0
